cds,adcod,cdscod,media_voto,genere,etaimm,citttipo,rn
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,E2004P025,E2004P,29.8,F,19,Italiana,5
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,E2004P025,E2004P,29.8,F,19,Italiana,7
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,E2004P025,E2004P,29.8,F,19,Italiana,8
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,E2004P025,E2004P,29.8,F,19,Italiana,9
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,E2004P025,E2004P,29.8,M,20,Italiana,3
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,E2004P002,E2004P,29.8571428571429,M,19,Italiana,2
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,E2004P025,E2004P,30.0,F,19,Italiana,1
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,E2004P025,E2004P,30.0,F,20,Extra Comunitaria,2
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,E2004P025,E2004P,30.0,F,21,Italiana,3
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,E2004P028,E2004P,30.0,M,25.5,Italiana,1
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,E2004P029,E2004P,30.0,F,19,Italiana,4
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2004P013,E2401P,29.25,M,19,Italiana,10
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P001,E2401P,29.2857142857143,M,20,Italiana,9
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P013,E2401P,29.3333333333333,M,19,Italiana,8
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P013,E2401P,29.4,M,19,Italiana,7
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P001,E2401P,29.7142857142857,M,21,Italiana,6
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P006,E2401P,29.8333333333333,M,19,Italiana,5
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P013,E2401P,29.8333333333333,M,19,Italiana,4
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2004P025,E2401P,30.0,F,21,Italiana,5
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2004P026,E2401P,30.0,F,20,Italiana,9
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P001,E2401P,30.0,M,19,Italiana,2
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P001,E2401P,30.0,M,19,Italiana,3
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P002,E2401P,30.0,F,19,Italiana,3
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P002,E2401P,30.0,F,28,Italiana,8
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P006,E2401P,30.0,F,19,Italiana,6
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P006,E2401P,30.0,F,28,Italiana,10
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P007,E2401P,30.0,F,18,Italiana,1
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P007,E2401P,30.0,M,20,Italiana,1
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P012,E2401P,30.0,F,20,Italiana,2
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P013,E2401P,30.0,F,22,Italiana,4
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,E2401P026,E2401P,30.0,F,21,Italiana,7
[E2701Q] SCIENZA DEI MATERIALI,E2701Q001,E2701Q,28.0,F,19,Italiana,10
[E2701Q] SCIENZA DEI MATERIALI,E2701Q013,E2701Q,28.1428571428571,F,19,Italiana,9
[E2701Q] SCIENZA DEI MATERIALI,E2701Q001,E2701Q,28.2,F,19,Italiana,8
[E2701Q] SCIENZA DEI MATERIALI,E2401P064,E2701Q,28.25,F,20,Italiana,7
[E2701Q] SCIENZA DEI MATERIALI,E2701Q012,E2701Q,28.375,F,19,Italiana,6
[E2701Q] SCIENZA DEI MATERIALI,E0201Q055,E2701Q,28.5,F,19,Italiana,5
[E2701Q] SCIENZA DEI MATERIALI,E2701Q001,E2701Q,28.6,F,19,Italiana,4
[E2701Q] SCIENZA DEI MATERIALI,E2701Q012,E2701Q,28.7142857142857,F,19,Italiana,3
[E2701Q] SCIENZA DEI MATERIALI,E2701Q012,E2701Q,29.125,F,19,Italiana,2
[E2701Q] SCIENZA DEI MATERIALI,E2701Q013,E2701Q,29.375,M,19,Italiana,10
[E2701Q] SCIENZA DEI MATERIALI,E2701Q001,E2701Q,29.5,M,19,Italiana,9
[E2701Q] SCIENZA DEI MATERIALI,E2701Q012,E2701Q,29.5555555555556,F,19,Italiana,1
[E2701Q] SCIENZA DEI MATERIALI,E2701Q001,E2701Q,29.6,M,18,Italiana,8
[E2701Q] SCIENZA DEI MATERIALI,E2701Q013,E2701Q,29.75,M,19,Italiana,7
[E2701Q] SCIENZA DEI MATERIALI,E2701Q001,E2701Q,29.8,M,19,Italiana,6
[E2701Q] SCIENZA DEI MATERIALI,E2701Q013,E2701Q,29.875,M,19,Italiana,5
[E2701Q] SCIENZA DEI MATERIALI,E2701Q001,E2701Q,30.0,M,19,Italiana,2
[E2701Q] SCIENZA DEI MATERIALI,E2701Q012,E2701Q,30.0,M,19,Italiana,1
[E2701Q] SCIENZA DEI MATERIALI,E2701Q012,E2701Q,30.0,M,20,Italiana,4
[E2701Q] SCIENZA DEI MATERIALI,E3201Q084,E2701Q,30.0,M,19,Italiana,3
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q001,E2702Q,29.1666666666667,F,19,Italiana,10
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q004,E2702Q,29.1666666666667,F,19,Italiana,9
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q058,E2702Q,29.2,M,19,Italiana,10
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q001,E2702Q,29.3333333333333,F,19,Italiana,8
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q001,E2702Q,29.3333333333333,M,19,Italiana,8
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q001,E2702Q,29.3333333333333,M,19,Italiana,9
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q004,E2702Q,29.4,M,19,Italiana,7
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q001,E2702Q,29.5,F,19,Italiana,6
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q001,E2702Q,29.5,M,19,Italiana,4
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q001,E2702Q,29.5,M,19,Italiana,5
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q004,E2702Q,29.5,F,19,Italiana,7
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q043,E2702Q,29.5,M,19,Italiana,6
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q004,E2702Q,29.6,F,19,Italiana,5
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2701Q040,E2702Q,29.6666666666667,M,19,Italiana,3
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q001,E2702Q,29.6666666666667,F,19,Italiana,4
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q058,E2702Q,29.8,M,19,Italiana,2
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q001,E2702Q,29.8333333333333,F,19,Italiana,3
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q001,E2702Q,29.8571428571429,M,19,Italiana,1
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q004,E2702Q,30.0,F,19,Italiana,1
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,E2702Q004,E2702Q,30.0,F,19,Italiana,2
[E3001Q] FISICA,E3001Q003,E3001Q,29.5,F,19,Italiana,8
[E3001Q] FISICA,E3001Q012,E3001Q,29.5,F,19,Italiana,9
[E3001Q] FISICA,E3001Q012,E3001Q,29.5,F,19,Italiana,10
[E3001Q] FISICA,E3001Q046,E3001Q,29.5714285714286,F,19,Italiana,7
[E3001Q] FISICA,E3001Q003,E3001Q,29.6666666666667,F,19,Italiana,6
[E3001Q] FISICA,E3001Q003,E3001Q,29.8333333333333,F,19,Italiana,5
[E3001Q] FISICA,E3001Q003,E3001Q,29.8571428571429,M,19,Italiana,10
[E3001Q] FISICA,E2001R014,E3001Q,30.0,F,19,Italiana,1
[E3001Q] FISICA,E2001R014,E3001Q,30.0,M,19,Italiana,6
[E3001Q] FISICA,E3001Q003,E3001Q,30.0,F,19,Italiana,4
[E3001Q] FISICA,E3001Q003,E3001Q,30.0,M,19,Italiana,3
[E3001Q] FISICA,E3001Q012,E3001Q,30.0,M,19,Italiana,4
[E3001Q] FISICA,E3001Q012,E3001Q,30.0,M,19,Italiana,5
[E3001Q] FISICA,E3001Q046,E3001Q,30.0,F,19,Italiana,2
[E3001Q] FISICA,E3001Q046,E3001Q,30.0,M,19,Italiana,1
[E3001Q] FISICA,E3001Q046,E3001Q,30.0,M,20,Italiana,2
[E3001Q] FISICA,E3001Q048,E3001Q,30.0,M,25.5,Italiana,7
[E3001Q] FISICA,E3001Q063,E3001Q,30.0,F,19,Italiana,3
[E3001Q] FISICA,E3001Q065,E3001Q,30.0,M,19,Italiana,8
[E3001Q] FISICA,E3501Q058,E3001Q,30.0,M,19,Italiana,9
[E3002Q] OTTICA E OPTOMETRIA,E0201Q054,E3002Q,27.0,M,20,Italiana,10
[E3002Q] OTTICA E OPTOMETRIA,E3002Q002,E3002Q,27.5,F,25.5,Italiana,9
[E3002Q] OTTICA E OPTOMETRIA,E3002Q002,E3002Q,27.5,M,19,Italiana,9
[E3002Q] OTTICA E OPTOMETRIA,E3002Q029,E3002Q,27.5,F,19,Italiana,10
[E3002Q] OTTICA E OPTOMETRIA,E3002Q002,E3002Q,27.6,M,19,Italiana,7
[E3002Q] OTTICA E OPTOMETRIA,E3002Q002,E3002Q,27.6,M,22,Italiana,8
[E3002Q] OTTICA E OPTOMETRIA,E1301Q069,E3002Q,27.6666666666667,F,19,Italiana,8
[E3002Q] OTTICA E OPTOMETRIA,E3002Q001,E3002Q,28.0,F,20,Italiana,7
[E3002Q] OTTICA E OPTOMETRIA,E3002Q001,E3002Q,28.0,M,19,Italiana,6
[E3002Q] OTTICA E OPTOMETRIA,E3002Q008,E3002Q,28.0,M,25.5,Italiana,4
[E3002Q] OTTICA E OPTOMETRIA,E3002Q030,E3002Q,28.0,M,19,Italiana,5
[E3002Q] OTTICA E OPTOMETRIA,E3002Q001,E3002Q,28.1428571428571,F,19,Italiana,6
[E3002Q] OTTICA E OPTOMETRIA,E0201Q054,E3002Q,28.1666666666667,M,19,Italiana,3
[E3002Q] OTTICA E OPTOMETRIA,E3002Q002,E3002Q,28.5,F,19,Italiana,5
[E3002Q] OTTICA E OPTOMETRIA,E3002Q001,E3002Q,28.5714285714286,F,19,Italiana,4
[E3002Q] OTTICA E OPTOMETRIA,E3002Q002,E3002Q,28.6,M,19,Italiana,2
[E3002Q] OTTICA E OPTOMETRIA,E3002Q002,E3002Q,28.75,F,19,Italiana,3
[E3002Q] OTTICA E OPTOMETRIA,E3002Q008,E3002Q,29.6,M,25.5,Italiana,1
[E3002Q] OTTICA E OPTOMETRIA,E3002Q001,E3002Q,29.7142857142857,F,19,Italiana,2
[E3002Q] OTTICA E OPTOMETRIA,E3002Q031,E3002Q,30.0,F,20,Italiana,1
[E3101Q] INFORMATICA,E3101Q103,E3101Q,28.4285714285714,F,19,Italiana,10
[E3101Q] INFORMATICA,E3101Q113,E3101Q,28.6,F,19,Italiana,9
[E3101Q] INFORMATICA,E3101Q113,E3101Q,28.8,F,19,Italiana,8
[E3101Q] INFORMATICA,E3101Q113,E3101Q,29.0,F,21,Italiana,7
[E3101Q] INFORMATICA,E3101Q103,E3101Q,29.375,F,19,Italiana,6
[E3101Q] INFORMATICA,E3101Q113,E3101Q,29.4,F,19,Italiana,5
[E3101Q] INFORMATICA,E3101Q100,E3101Q,29.8571428571429,F,20,Comunitaria,4
[E3101Q] INFORMATICA,E3101Q101,E3101Q,30.0,F,21,Italiana,2
[E3101Q] INFORMATICA,E3101Q103,E3101Q,30.0,M,19,Italiana,1
[E3101Q] INFORMATICA,E3101Q103,E3101Q,30.0,M,19,Italiana,3
[E3101Q] INFORMATICA,E3101Q103,E3101Q,30.0,M,19,Italiana,7
[E3101Q] INFORMATICA,E3101Q103,E3101Q,30.0,M,19,Italiana,9
[E3101Q] INFORMATICA,E3101Q113,E3101Q,30.0,F,19,Italiana,1
[E3101Q] INFORMATICA,E3101Q113,E3101Q,30.0,F,19,Italiana,3
[E3101Q] INFORMATICA,E3101Q113,E3101Q,30.0,M,19,Italiana,4
[E3101Q] INFORMATICA,E3101Q113,E3101Q,30.0,M,19,Italiana,5
[E3101Q] INFORMATICA,E3101Q113,E3101Q,30.0,M,25.5,Italiana,6
[E3101Q] INFORMATICA,E3101Q117,E3101Q,30.0,M,25.5,Italiana,8
[E3101Q] INFORMATICA,E3101Q122,E3101Q,30.0,M,20,Italiana,2
[E3101Q] INFORMATICA,E3101Q123,E3101Q,30.0,M,19,Italiana,10
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q001,E3201Q,28.0,M,19,Italiana,10
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q001,E3201Q,28.3333333333333,M,19,Italiana,9
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q016,E3201Q,28.4,M,22,Italiana,8
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q083,E3201Q,28.5,M,19,Italiana,7
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q016,E3201Q,28.6,M,19,Italiana,6
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q016,E3201Q,28.8333333333333,M,19,Italiana,5
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q016,E3201Q,29.0,F,22,Italiana,9
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q072,E3201Q,29.0,F,20,Italiana,10
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q016,E3201Q,29.1666666666667,F,19,Italiana,8
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q016,E3201Q,29.3333333333333,F,19,Italiana,7
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q016,E3201Q,29.5,F,19,Italiana,5
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q016,E3201Q,29.5,F,19,Italiana,6
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E1301Q061,E3201Q,29.5714285714286,F,19,Italiana,4
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E1301Q061,E3201Q,29.6666666666667,F,19,Italiana,3
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E1301Q061,E3201Q,29.7777777777778,M,20,Italiana,4
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E1301Q061,E3201Q,29.8888888888889,F,19,Italiana,2
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E1301Q061,E3201Q,30.0,M,19,Italiana,1
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q001,E3201Q,30.0,M,19,Italiana,2
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q016,E3201Q,30.0,F,19,Italiana,1
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,E3201Q016,E3201Q,30.0,M,25.5,Italiana,3
[E3301M] ECONOMIA E COMMERCIO,E3301M021,E3301M,29.0,M,19,Italiana,9
[E3301M] ECONOMIA E COMMERCIO,E3301M131,E3301M,29.0,M,19,Italiana,8
[E3301M] ECONOMIA E COMMERCIO,E3301M131,E3301M,29.0,M,19,Italiana,10
[E3301M] ECONOMIA E COMMERCIO,E3301M131,E3301M,29.1666666666667,M,19,Italiana,7
[E3301M] ECONOMIA E COMMERCIO,E3301M182,E3301M,29.2,F,19,Italiana,10
[E3301M] ECONOMIA E COMMERCIO,E1802M121,E3301M,29.25,M,20,Italiana,6
[E3301M] ECONOMIA E COMMERCIO,E3301M021,E3301M,29.2857142857143,F,19,Italiana,9
[E3301M] ECONOMIA E COMMERCIO,E3301M021,E3301M,29.2857142857143,M,21,Italiana,5
[E3301M] ECONOMIA E COMMERCIO,E3301M004,E3301M,29.3333333333333,F,19,Italiana,8
[E3301M] ECONOMIA E COMMERCIO,E3301M021,E3301M,29.4285714285714,F,19,Italiana,7
[E3301M] ECONOMIA E COMMERCIO,E3301M135,E3301M,29.5,F,19,Italiana,5
[E3301M] ECONOMIA E COMMERCIO,E3301M135,E3301M,29.5,F,20,Italiana,4
[E3301M] ECONOMIA E COMMERCIO,E3301M193,E3301M,29.5,F,19,Italiana,6
[E3301M] ECONOMIA E COMMERCIO,E3301M131,E3301M,29.6666666666667,F,19,Italiana,3
[E3301M] ECONOMIA E COMMERCIO,E3301M021,E3301M,29.8333333333333,M,19,Italiana,3
[E3301M] ECONOMIA E COMMERCIO,E3301M131,E3301M,29.8333333333333,M,19,Italiana,4
[E3301M] ECONOMIA E COMMERCIO,E3301M004,E3301M,29.875,M,22,Italiana,2
[E3301M] ECONOMIA E COMMERCIO,E3301M004,E3301M,30.0,M,20,Italiana,1
[E3301M] ECONOMIA E COMMERCIO,E3301M111,E3301M,30.0,F,19,Italiana,2
[E3301M] ECONOMIA E COMMERCIO,E3301M193,E3301M,30.0,F,20,Italiana,1
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3401Q043,E3401Q,27.3333333333333,F,19,Italiana,10
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E1501N082,E3401Q,27.6,F,19,Italiana,9
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E1301Q059,E3401Q,28.0,M,19,Italiana,9
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E1301Q062,E3401Q,28.0,F,19,Italiana,7
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3401Q001,E3401Q,28.0,M,18,Italiana,10
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3401Q039,E3401Q,28.0,F,18,Italiana,8
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E1301Q059,E3401Q,28.125,M,19,Italiana,8
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3201Q079,E3401Q,28.375,M,20,Italiana,7
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3401Q001,E3401Q,28.5,F,19,Italiana,6
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3401Q042,E3401Q,28.5,M,19,Italiana,6
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3401Q006,E3401Q,28.6,M,19,Italiana,5
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3401Q001,E3401Q,28.6666666666667,M,19,Italiana,4
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E1301Q062,E3401Q,28.75,F,19,Italiana,5
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E1301Q062,E3401Q,28.875,F,19,Italiana,4
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3401Q006,E3401Q,29.0,M,19,Italiana,3
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3401Q001,E3401Q,29.3333333333333,M,19,Italiana,2
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3201Q087,E3401Q,29.625,F,19,Italiana,2
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3201Q087,E3401Q,29.625,F,19,Italiana,3
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3401Q001,E3401Q,29.8333333333333,F,19,Italiana,1
[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,E3401Q006,E3401Q,30.0,M,19,Italiana,1
[E3501Q] MATEMATICA,E3501Q010,E3501Q,28.5,F,19,Italiana,10
[E3501Q] MATEMATICA,E3501Q024,E3501Q,28.5,F,19,Italiana,9
[E3501Q] MATEMATICA,E3501Q008,E3501Q,28.5714285714286,F,19,Italiana,8
[E3501Q] MATEMATICA,E3501Q003,E3501Q,28.6,F,19,Italiana,7
[E3501Q] MATEMATICA,E3501Q012,E3501Q,28.75,F,19,Italiana,6
[E3501Q] MATEMATICA,E3501Q001,E3501Q,29.0,F,19,Italiana,5
[E3501Q] MATEMATICA,E3501Q001,E3501Q,29.0,M,19,Italiana,10
[E3501Q] MATEMATICA,E3501Q001,E3501Q,29.1666666666667,M,19,Italiana,8
[E3501Q] MATEMATICA,E3501Q001,E3501Q,29.1666666666667,M,19,Italiana,9
[E3501Q] MATEMATICA,E3501Q001,E3501Q,29.3333333333333,M,19,Italiana,7
[E3501Q] MATEMATICA,E3501Q008,E3501Q,29.4285714285714,F,18,Italiana,4
[E3501Q] MATEMATICA,E3501Q001,E3501Q,29.6666666666667,M,19,Italiana,6
[E3501Q] MATEMATICA,E3501Q008,E3501Q,29.7142857142857,M,19,Italiana,5
[E3501Q] MATEMATICA,E3501Q001,E3501Q,29.8333333333333,F,19,Italiana,3
[E3501Q] MATEMATICA,E3501Q008,E3501Q,29.8571428571429,F,19,Italiana,2
[E3501Q] MATEMATICA,E3501Q008,E3501Q,30.0,M,19,Italiana,2
[E3501Q] MATEMATICA,E3501Q012,E3501Q,30.0,F,19,Italiana,1
[E3501Q] MATEMATICA,E3501Q024,E3501Q,30.0,M,19,Italiana,1
[E3501Q] MATEMATICA,E3501Q024,E3501Q,30.0,M,19,Italiana,3
[E3501Q] MATEMATICA,E3501Q054,E3501Q,30.0,M,22,Italiana,4
[E3901N] SERVIZIO SOCIALE,E3901N001,E3901N,23.0,M,20,Italiana,10
[E3901N] SERVIZIO SOCIALE,E3901N007,E3901N,24.1666666666667,M,21,Italiana,9
[E3901N] SERVIZIO SOCIALE,E3901N001,E3901N,25.0,M,20,Italiana,8
[E3901N] SERVIZIO SOCIALE,E3901N013,E3901N,25.5,M,21,Italiana,7
[E3901N] SERVIZIO SOCIALE,E3901N004,E3901N,25.6,M,19,Italiana,6
[E3901N] SERVIZIO SOCIALE,E3901N007,E3901N,26.625,M,19,Italiana,5
[E3901N] SERVIZIO SOCIALE,E3901N007,E3901N,27.25,M,19,Italiana,4
[E3901N] SERVIZIO SOCIALE,E3901N001,E3901N,27.2857142857143,M,19,Italiana,3
[E3901N] SERVIZIO SOCIALE,E3901N007,E3901N,28.0,M,25.5,Italiana,2
[E3901N] SERVIZIO SOCIALE,E3901N012,E3901N,28.8333333333333,F,28,Italiana,10
[E3901N] SERVIZIO SOCIALE,E3901N004,E3901N,29.0,F,19,Italiana,7
[E3901N] SERVIZIO SOCIALE,E3901N004,E3901N,29.0,F,19,Italiana,8
[E3901N] SERVIZIO SOCIALE,E3901N007,E3901N,29.0,F,20,Italiana,9
[E3901N] SERVIZIO SOCIALE,E3901N022,E3901N,29.0,M,22,Italiana,1
[E3901N] SERVIZIO SOCIALE,E3901N004,E3901N,29.25,F,19,Italiana,5
[E3901N] SERVIZIO SOCIALE,E3901N007,E3901N,29.25,F,19,Italiana,6
[E3901N] SERVIZIO SOCIALE,E3901N007,E3901N,29.375,F,19,Italiana,4
[E3901N] SERVIZIO SOCIALE,E3901N004,E3901N,29.8,F,19,Italiana,3
[E3901N] SERVIZIO SOCIALE,E3901N005,E3901N,30.0,F,21,Italiana,2
[E3901N] SERVIZIO SOCIALE,E3901N007,E3901N,30.0,F,25.5,Italiana,1
[E4001N] SOCIOLOGIA,E4001N009,E4001N,28.8333333333333,F,19,Italiana,10
[E4001N] SOCIOLOGIA,E4001N009,E4001N,29.0,F,21,Italiana,8
[E4001N] SOCIOLOGIA,E4001N009,E4001N,29.0,M,20,Italiana,9
[E4001N] SOCIOLOGIA,E4001N011,E4001N,29.0,F,19,Italiana,9
[E4001N] SOCIOLOGIA,E4001N053,E4001N,29.0,F,20,Italiana,6
[E4001N] SOCIOLOGIA,E4001N053,E4001N,29.0,M,20,Italiana,8
[E4001N] SOCIOLOGIA,E4001N058,E4001N,29.0,M,19,Italiana,10
[E4001N] SOCIOLOGIA,E4001N066,E4001N,29.0,F,19,Italiana,7
[E4001N] SOCIOLOGIA,E4001N054,E4001N,29.25,M,20,Italiana,7
[E4001N] SOCIOLOGIA,E4001N009,E4001N,29.3333333333333,M,19,Italiana,6
[E4001N] SOCIOLOGIA,E4001N009,E4001N,29.5,M,19,Italiana,4
[E4001N] SOCIOLOGIA,E4001N011,E4001N,29.5,M,28,Italiana,5
[E4001N] SOCIOLOGIA,E4001N014,E4001N,29.5,F,20,Italiana,5
[E4001N] SOCIOLOGIA,E4001N014,E4001N,29.5,M,20,Italiana,3
[E4001N] SOCIOLOGIA,E4001N009,E4001N,29.6666666666667,M,19,Italiana,2
[E4001N] SOCIOLOGIA,E4001N053,E4001N,29.6666666666667,F,19,Italiana,3
[E4001N] SOCIOLOGIA,E4001N053,E4001N,29.6666666666667,F,19,Italiana,4
[E4001N] SOCIOLOGIA,E1901R101,E4001N,29.8,F,19,Italiana,2
[E4001N] SOCIOLOGIA,E1501N009,E4001N,29.8571428571429,F,19,Italiana,1
[E4001N] SOCIOLOGIA,E4001N053,E4001N,30.0,M,20,Italiana,1
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B001,E4101B,28.7142857142857,M,19,Italiana,9
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B009,E4101B,28.7142857142857,M,19,Italiana,10
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B001,E4101B,29.0,F,19,Italiana,10
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B009,E4101B,29.0,M,19,Italiana,8
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B016,E4101B,29.0,F,19,Italiana,9
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B016,E4101B,29.0,M,19,Italiana,6
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B017,E4101B,29.0,M,19,Italiana,7
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B016,E4101B,29.1428571428571,F,19,Italiana,8
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B009,E4101B,29.25,M,19,Italiana,5
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B016,E4101B,29.3333333333333,M,19,Italiana,3
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B016,E4101B,29.3333333333333,M,19,Italiana,4
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B001,E4101B,29.5,F,19,Italiana,7
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B001,E4101B,29.5714285714286,F,19,Italiana,5
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B009,E4101B,29.5714285714286,F,19,Italiana,4
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B016,E4101B,29.5714285714286,F,19,Italiana,6
