cds,adcod,cdscod,media_voto,genere,etaimm,citttipo,rn
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B022,E4101B,29.6666666666667,F,18,Italiana,3
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B009,E4101B,29.7142857142857,F,19,Italiana,2
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B006,E4101B,30.0,F,19,Italiana,1
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4101B009,E4101B,30.0,M,19,Italiana,2
[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,E4102B066,E4101B,30.0,M,19,Italiana,1
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B009,E4102B,27.8571428571429,F,19,Italiana,10
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B009,E4102B,28.0,F,19,Italiana,9
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B026,E4102B,28.0,M,20,Italiana,10
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B063,E4102B,28.0,M,25.5,Italiana,9
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B009,E4102B,28.1428571428571,M,19,Italiana,8
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B001,E4102B,28.1666666666667,M,19,Italiana,6
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B025,E4102B,28.1666666666667,M,20,Italiana,7
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B005,E4102B,28.2,M,25.5,Italiana,5
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B020,E4102B,28.3333333333333,F,19,Italiana,8
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B020,E4102B,28.4285714285714,F,19,Italiana,7
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B001,E4102B,28.7142857142857,F,19,Italiana,6
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B009,E4102B,28.8571428571429,F,19,Italiana,5
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B009,E4102B,28.8571428571429,M,25.5,Italiana,4
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B020,E4102B,29.0,M,20,Italiana,3
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B001,E4102B,29.2857142857143,F,19,Italiana,4
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B025,E4102B,29.3333333333333,F,19,Italiana,3
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B065,E4102B,29.5,F,19,Italiana,2
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B001,E4102B,29.7142857142857,M,19,Italiana,2
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B001,E4102B,30.0,M,19,Italiana,1
[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,E4102B026,E4102B,30.0,F,19,Italiana,1
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R001,F0101R,30.0,F,22,Italiana,6
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R001,F0101R,30.0,F,25.5,Italiana,4
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R001,F0101R,30.0,F,25.5,Italiana,5
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R001,F0101R,30.0,F,28,Italiana,1
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R001,F0101R,30.0,F,28,Italiana,2
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R001,F0101R,30.0,M,25.5,Italiana,2
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R001,F0101R,30.0,M,28,Italiana,6
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R002,F0101R,30.0,F,28,Italiana,3
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R003,F0101R,30.0,F,25.5,Italiana,7
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R003,F0101R,30.0,F,25.5,Italiana,9
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R003,F0101R,30.0,M,25.5,Italiana,1
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R003,F0101R,30.0,M,25.5,Italiana,4
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R003,F0101R,30.0,M,28,Italiana,9
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R004,F0101R,30.0,M,25.5,Italiana,8
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R006,F0101R,30.0,F,25.5,Italiana,8
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R006,F0101R,30.0,M,25.5,Italiana,3
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R006,F0101R,30.0,M,25.5,Italiana,10
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R012,F0101R,30.0,M,25.5,Italiana,7
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R021,F0101R,30.0,M,25.5,Italiana,5
[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE,F0101R026,F0101R,30.0,F,25.5,Italiana,10
[F0601Q] BIOLOGIA,F0601Q047,F0601Q,28.3,M,22,Italiana,10
[F0601Q] BIOLOGIA,F0601Q056,F0601Q,28.6666666666667,M,22,Comunitaria,8
[F0601Q] BIOLOGIA,F0601Q056,F0601Q,28.6666666666667,M,25.5,Comunitaria,9
[F0601Q] BIOLOGIA,F0601Q047,F0601Q,28.9166666666667,M,25.5,Italiana,7
[F0601Q] BIOLOGIA,F0601Q047,F0601Q,29.0,F,22,Italiana,10
[F0601Q] BIOLOGIA,F0601Q047,F0601Q,29.0,M,22,Italiana,6
[F0601Q] BIOLOGIA,F0601Q047,F0601Q,29.1428571428571,M,25.5,Italiana,5
[F0601Q] BIOLOGIA,F0601Q047,F0601Q,29.1818181818182,M,22,Italiana,4
[F0601Q] BIOLOGIA,F0601Q047,F0601Q,29.4444444444444,M,22,Italiana,3
[F0601Q] BIOLOGIA,F0601Q047,F0601Q,29.4545454545455,F,22,Italiana,9
[F0601Q] BIOLOGIA,F0601Q047,F0601Q,29.6363636363636,F,25.5,Italiana,8
[F0601Q] BIOLOGIA,F0601Q047,F0601Q,29.6666666666667,F,25.5,Italiana,7
[F0601Q] BIOLOGIA,F0601Q047,F0601Q,30.0,F,22,Italiana,2
[F0601Q] BIOLOGIA,F0601Q048,F0601Q,30.0,F,25.5,Italiana,5
[F0601Q] BIOLOGIA,F0601Q054,F0601Q,30.0,F,25.5,Italiana,3
[F0601Q] BIOLOGIA,F0601Q056,F0601Q,30.0,F,19,Comunitaria,6
[F0601Q] BIOLOGIA,F0601Q059,F0601Q,30.0,F,25.5,Italiana,1
[F0601Q] BIOLOGIA,F0601Q073,F0601Q,30.0,F,22,Italiana,4
[F0601Q] BIOLOGIA,F0802Q059,F0601Q,30.0,M,25.5,Italiana,1
[F0601Q] BIOLOGIA,F7501Q020,F0601Q,30.0,M,25.5,Italiana,2
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,28.8571428571429,F,25.5,Italiana,10
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,28.8571428571429,M,25.5,Italiana,10
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,28.875,M,25.5,Italiana,9
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,28.8888888888889,F,22,Italiana,9
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,29.0,F,22,Italiana,8
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,29.0,F,25.5,Italiana,6
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,29.0,F,25.5,Italiana,7
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F7501Q090,F0802Q,29.0,M,25.5,Italiana,8
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,29.1,M,25.5,Italiana,7
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,29.1111111111111,F,22,Italiana,5
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,29.3,M,22,Italiana,6
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,29.4444444444444,F,22,Italiana,4
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,29.625,F,25.5,Italiana,3
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0601Q056,F0802Q,29.6363636363636,F,21,Italiana,2
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,29.7777777777778,M,25.5,Italiana,5
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,29.9090909090909,M,22,Italiana,4
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0601Q051,F0802Q,30.0,M,25.5,Italiana,3
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0601Q058,F0802Q,30.0,M,25.5,Italiana,2
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,30.0,F,25.5,Italiana,1
[F0802Q] BIOTECNOLOGIE INDUSTRIALI,F0802Q038,F0802Q,30.0,M,22,Italiana,1
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D034,F0901D,27.5,M,25.5,Italiana,10
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D025,F0901D,27.8888888888889,M,22,Italiana,9
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D034,F0901D,28.0,M,25.5,Italiana,7
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D034,F0901D,28.0,M,25.5,Italiana,8
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D025,F0901D,28.4444444444444,M,22,Italiana,6
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D025,F0901D,28.5714285714286,M,22,Italiana,5
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D025,F0901D,28.6666666666667,M,25.5,Italiana,4
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D014,F0901D,29.0,F,25.5,Italiana,6
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D027,F0901D,29.0,F,25.5,Italiana,10
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D034,F0901D,29.0,F,22,Italiana,8
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D034,F0901D,29.0,F,25.5,Italiana,9
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D034,F0901D,29.0,M,22,Italiana,3
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D039,F0901D,29.0,F,22,Comunitaria,7
[F0901D] BIOTECNOLOGIE MEDICHE,F0601Q071,F0901D,29.1111111111111,M,25.5,Italiana,2
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D025,F0901D,29.2222222222222,M,25.5,Italiana,1
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D025,F0901D,29.4285714285714,F,25.5,Italiana,5
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D025,F0901D,29.4444444444444,F,22,Italiana,4
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D034,F0901D,29.5,F,22,Italiana,3
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D034,F0901D,30.0,F,25.5,Italiana,2
[F0901D] BIOTECNOLOGIE MEDICHE,F0901D039,F0901D,30.0,F,25.5,Italiana,1
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,28.8,M,22,Italiana,10
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,29.0,F,22,Italiana,8
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,29.0,F,22,Italiana,9
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,29.0,F,25.5,Italiana,10
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,29.0,M,22,Italiana,7
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,29.0,M,22,Italiana,9
[F1601M] ECONOMIA E FINANZA,F1601M050,F1601M,29.0,M,25.5,Italiana,8
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,29.25,F,22,Italiana,5
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,29.25,F,22,Italiana,6
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,29.25,F,25.5,Italiana,7
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,29.3333333333333,M,22,Italiana,3
[F1601M] ECONOMIA E FINANZA,F1601M050,F1601M,29.3333333333333,M,22,Italiana,4
[F1601M] ECONOMIA E FINANZA,F1601M051,F1601M,29.3333333333333,M,25.5,Italiana,5
[F1601M] ECONOMIA E FINANZA,F1601M058,F1601M,29.3333333333333,M,22,Italiana,6
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,29.4,F,22,Italiana,3
[F1601M] ECONOMIA E FINANZA,F1601M050,F1601M,29.4,F,22,Italiana,4
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,29.5,M,25.5,Italiana,2
[F1601M] ECONOMIA E FINANZA,F1601M045,F1601M,29.8,F,22,Italiana,2
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,30.0,F,25.5,Italiana,1
[F1601M] ECONOMIA E FINANZA,F1601M042,F1601M,30.0,M,25.5,Italiana,1
[F1701Q] FISICA,F0802Q050,F1701Q,29.4,F,25.5,Italiana,9
[F1701Q] FISICA,F1701Q088,F1701Q,29.4,F,25.5,Italiana,10
[F1701Q] FISICA,F1701Q081,F1701Q,29.6,F,22,Italiana,8
[F1701Q] FISICA,F1701Q084,F1701Q,29.6666666666667,F,25.5,Extra Comunitaria,7
[F1701Q] FISICA,F0802Q050,F1701Q,29.75,F,25.5,Italiana,6
[F1701Q] FISICA,F0802Q050,F1701Q,29.8333333333333,F,22,Italiana,5
[F1701Q] FISICA,F1701Q080,F1701Q,30.0,F,22,Italiana,2
[F1701Q] FISICA,F1701Q080,F1701Q,30.0,M,22,Italiana,4
[F1701Q] FISICA,F1701Q080,F1701Q,30.0,M,22,Italiana,5
[F1701Q] FISICA,F1701Q081,F1701Q,30.0,M,22,Italiana,7
[F1701Q] FISICA,F1701Q081,F1701Q,30.0,M,28,Italiana,2
[F1701Q] FISICA,F1701Q096,F1701Q,30.0,M,25.5,Italiana,6
[F1701Q] FISICA,F1701Q097,F1701Q,30.0,M,25.5,Italiana,3
[F1701Q] FISICA,F1801Q138,F1701Q,30.0,M,25.5,Italiana,9
[F1701Q] FISICA,F5301Q017,F1701Q,30.0,F,25.5,Italiana,1
[F1701Q] FISICA,F5301Q049,F1701Q,30.0,M,25.5,Italiana,8
[F1701Q] FISICA,F7501Q077,F1701Q,30.0,F,25.5,Italiana,3
[F1701Q] FISICA,F7501Q077,F1701Q,30.0,M,25.5,Italiana,1
[F1701Q] FISICA,F7501Q077,F1701Q,30.0,M,25.5,Italiana,10
[F1701Q] FISICA,F7502Q005,F1701Q,30.0,F,25.5,Italiana,4
[F1801Q] INFORMATICA,F1801Q104,F1801Q,29.1666666666667,F,25.5,Extra Comunitaria,10
[F1801Q] INFORMATICA,F1801Q122,F1801Q,29.4,F,25.5,Italiana,9
[F1801Q] INFORMATICA,F1801Q104,F1801Q,29.5,F,25.5,Italiana,8
[F1801Q] INFORMATICA,F1801Q108,F1801Q,29.5714285714286,F,25.5,Italiana,7
[F1801Q] INFORMATICA,F1801Q109,F1801Q,29.6,F,22,Italiana,6
[F1801Q] INFORMATICA,F1801Q113,F1801Q,29.6666666666667,F,25.5,Italiana,5
[F1801Q] INFORMATICA,F1801Q115,F1801Q,29.7142857142857,F,22,Italiana,4
[F1801Q] INFORMATICA,F1801Q127,F1801Q,29.75,F,25.5,Italiana,3
[F1801Q] INFORMATICA,F1801Q104,F1801Q,30.0,F,22,Italiana,1
[F1801Q] INFORMATICA,F1801Q104,F1801Q,30.0,M,25.5,Italiana,3
[F1801Q] INFORMATICA,F1801Q104,F1801Q,30.0,M,25.5,Italiana,7
[F1801Q] INFORMATICA,F1801Q105,F1801Q,30.0,M,22,Italiana,6
[F1801Q] INFORMATICA,F1801Q110,F1801Q,30.0,F,22,Italiana,2
[F1801Q] INFORMATICA,F1801Q110,F1801Q,30.0,M,25.5,Italiana,2
[F1801Q] INFORMATICA,F1801Q110,F1801Q,30.0,M,25.5,Italiana,9
[F1801Q] INFORMATICA,F1801Q110,F1801Q,30.0,M,28,Italiana,10
[F1801Q] INFORMATICA,F1801Q114,F1801Q,30.0,M,22,Italiana,5
[F1801Q] INFORMATICA,F1801Q116,F1801Q,30.0,M,25.5,Italiana,1
[F1801Q] INFORMATICA,F1801Q119,F1801Q,30.0,M,25.5,Italiana,8
[F1801Q] INFORMATICA,F1801Q126,F1801Q,30.0,M,25.5,Italiana,4
[F4001Q] MATEMATICA,F4001Q072,F4001Q,27.75,M,25.5,Italiana,10
[F4001Q] MATEMATICA,F4001Q033,F4001Q,28.4285714285714,M,25.5,Italiana,9
[F4001Q] MATEMATICA,F4001Q055,F4001Q,28.5,M,28,Italiana,8
[F4001Q] MATEMATICA,F4001Q055,F4001Q,28.75,F,22,Italiana,10
[F4001Q] MATEMATICA,F4001Q059,F4001Q,28.8,M,22,Italiana,7
[F4001Q] MATEMATICA,F4001Q055,F4001Q,28.8333333333333,M,22,Italiana,6
[F4001Q] MATEMATICA,F4001Q055,F4001Q,29.2,M,25.5,Italiana,5
[F4001Q] MATEMATICA,F4001Q056,F4001Q,29.2857142857143,M,22,Italiana,4
[F4001Q] MATEMATICA,F4001Q072,F4001Q,29.8,F,22,Italiana,9
[F4001Q] MATEMATICA,F4001Q055,F4001Q,29.875,M,22,Italiana,3
[F4001Q] MATEMATICA,F1801Q141,F4001Q,30.0,F,25.5,Italiana,5
[F4001Q] MATEMATICA,F4001Q033,F4001Q,30.0,F,22,Italiana,1
[F4001Q] MATEMATICA,F4001Q055,F4001Q,30.0,F,22,Italiana,8
[F4001Q] MATEMATICA,F4001Q055,F4001Q,30.0,F,25.5,Italiana,3
[F4001Q] MATEMATICA,F4001Q056,F4001Q,30.0,F,25.5,Italiana,2
[F4001Q] MATEMATICA,F4001Q065,F4001Q,30.0,F,22,Italiana,6
[F4001Q] MATEMATICA,F4001Q084,F4001Q,30.0,F,22,Italiana,4
[F4001Q] MATEMATICA,F4001Q084,F4001Q,30.0,M,25.5,Italiana,2
[F4001Q] MATEMATICA,F4001Q098,F4001Q,30.0,M,25.5,Italiana,1
[F4001Q] MATEMATICA,F8203B006,F4001Q,30.0,F,22,Italiana,7
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N001,F4901N,28.0,M,25.5,Italiana,10
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N001,F4901N,28.1666666666667,M,25.5,Italiana,9
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N001,F4901N,28.25,M,25.5,Italiana,8
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N003,F4901N,28.3333333333333,M,25.5,Italiana,7
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N003,F4901N,28.5,M,25.5,Italiana,6
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N001,F4901N,28.6666666666667,M,25.5,Italiana,5
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N001,F4901N,28.8,F,25.5,Italiana,10
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N001,F4901N,28.8571428571429,F,22,Italiana,9
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N001,F4901N,29.0,F,25.5,Extra Comunitaria,8
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N001,F4901N,29.0,M,25.5,Italiana,4
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N001,F4901N,29.125,F,25.5,Italiana,7
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N001,F4901N,29.2,M,25.5,Italiana,3
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N003,F4901N,29.25,F,22,Italiana,6
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N003,F4901N,29.5,F,25.5,Italiana,5
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N004,F4901N,29.6,F,25.5,Italiana,4
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N001,F4901N,30.0,M,25.5,Italiana,1
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N003,F4901N,30.0,F,22,Italiana,1
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N003,F4901N,30.0,F,22,Italiana,2
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N003,F4901N,30.0,M,22,Italiana,2
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",F4901N070,F4901N,30.0,F,25.5,Italiana,3
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P108,F5101P,29.0,M,22,Italiana,9
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P108,F5101P,29.0,M,25.5,Italiana,10
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P108,F5101P,29.3333333333333,M,28,Italiana,7
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P121,F5101P,29.3333333333333,M,22,Italiana,8
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P108,F5101P,29.6666666666667,M,28,Italiana,6
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P039,F5101P,30.0,F,22,Italiana,3
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P039,F5101P,30.0,F,25.5,Italiana,4
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P108,F5101P,30.0,F,22,Italiana,10
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P108,F5101P,30.0,F,25.5,Italiana,2
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P108,F5101P,30.0,F,25.5,Italiana,8
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P108,F5101P,30.0,M,22,Italiana,3
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P108,F5101P,30.0,M,22,Italiana,4
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P109,F5101P,30.0,F,22,Italiana,6
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P109,F5101P,30.0,M,22,Italiana,1
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P110,F5101P,30.0,F,22,Italiana,1
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P121,F5101P,30.0,F,25.5,Italiana,7
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P121,F5101P,30.0,M,22,Italiana,2
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P126,F5101P,30.0,F,21,Italiana,5
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P126,F5101P,30.0,F,22,Italiana,9
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",F5101P126,F5101P,30.0,M,25.5,Italiana,5
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P012,F5102P,29.3333333333333,M,25.5,Italiana,10
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P002,F5102P,29.5,M,22,Italiana,9
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P012,F5102P,29.6,M,22,Italiana,8
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P001,F5102P,29.6666666666667,M,22,Italiana,7
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P012,F5102P,29.8,M,25.5,Italiana,6
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P001,F5102P,30.0,F,22,Italiana,3
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P001,F5102P,30.0,F,28,Italiana,9
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P001,F5102P,30.0,M,25.5,Italiana,2
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P001,F5102P,30.0,M,25.5,Italiana,4
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P004,F5102P,30.0,F,25.5,Italiana,2
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P004,F5102P,30.0,F,25.5,Italiana,7
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P004,F5102P,30.0,M,25.5,Italiana,1
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P004,F5102P,30.0,M,25.5,Italiana,5
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P012,F5102P,30.0,F,25.5,Italiana,1
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P012,F5102P,30.0,F,25.5,Italiana,5
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P012,F5102P,30.0,F,25.5,Italiana,6
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P012,F5102P,30.0,F,25.5,Italiana,8
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",F5102P012,F5102P,30.0,M,25.5,Italiana,3
