cdscod,cds,dtappello,commitment
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-07-02T00:00:00Z,1
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-09-05T00:00:00Z,1
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-09-14T00:00:00Z,1
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-10-07T00:00:00Z,1
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-12-04T00:00:00Z,1
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-12-06T00:00:00Z,1
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-12-07T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2016-11-30T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2016-12-12T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2016-12-21T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-01-03T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-01-17T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-01-18T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-01-27T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-02-15T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-02-22T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-03-10T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-04-09T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-04-21T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-05-09T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-06-02T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-06-06T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-06-09T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-06-13T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-06-24T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-07-09T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-07-19T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-07-24T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-07-28T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-08-28T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-10-01T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-10-07T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-10-13T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-10-25T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-10-30T00:00:00Z,1
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-12-01T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-01-23T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-01-27T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-02-05T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-02-13T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-02-21T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-02-27T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-03-02T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-06-02T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-06-09T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-06-29T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-07-19T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-07-25T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-07-26T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-08-09T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-09-28T00:00:00Z,1
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-10-07T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-01-24T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-03-07T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-05-06T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-05-29T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-06-06T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-06-09T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-07-06T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-07-25T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-07-26T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-07-28T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-07-31T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-08-09T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-09-18T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-09-26T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-09-29T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-10-07T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-10-17T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-10-18T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-11-09T00:00:00Z,1
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-11-27T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2016-09-26T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2016-12-21T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-01-30T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-02-02T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-02-13T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-02-15T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-04-10T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-05-31T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-06-10T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-06-15T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-07-09T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-07-19T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-07-20T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-09-10T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-09-22T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-09-27T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-10-10T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-10-25T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-11-01T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-11-04T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-12-01T00:00:00Z,1
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-12-10T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2016-09-14T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2016-09-20T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2016-09-21T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2016-12-22T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-01-23T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-02-02T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-02-15T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-02-23T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-02-27T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-02-28T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-04-04T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-04-09T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-04-26T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-04-27T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-04-28T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-05-31T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-06-02T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-06-09T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-06-16T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-06-29T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-07-18T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-08-09T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-09-01T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-09-21T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-10-13T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-11-01T00:00:00Z,1
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-12-10T00:00:00Z,1
E2003P,[E2003P] COMUNICAZIONE E PSICOLOGIA,2017-01-24T00:00:00Z,1
E2003P,[E2003P] COMUNICAZIONE E PSICOLOGIA,2017-07-18T00:00:00Z,1
E2003P,[E2003P] COMUNICAZIONE E PSICOLOGIA,2017-11-09T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2016-06-09T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2016-08-09T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2016-11-17T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2016-11-23T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2016-12-13T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2016-12-20T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2016-12-22T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-01-06T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-01-13T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-01-16T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-01-20T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-01-25T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-01-30T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-02-02T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-02-13T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-02-17T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-02-20T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-02-22T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-02-23T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-02-27T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-02-28T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-03-07T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-04-07T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-04-09T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-04-27T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-04-28T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-05-07T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-05-09T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-05-15T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-06-09T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-06-16T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-06-19T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-06-21T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-06-22T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-06-28T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-06-29T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-07-21T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-07-24T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-07-25T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-07-27T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-08-02T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-08-06T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-09-01T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-09-02T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-09-06T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-09-19T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-09-21T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-10-02T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-10-07T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-10-17T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-11-05T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-11-09T00:00:00Z,1
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-12-01T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2015-09-17T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-01-25T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-04-07T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-05-12T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-06-07T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-07-11T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-10-26T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-11-14T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-11-16T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-11-17T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-11-29T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-12-07T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-12-13T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-12-19T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-12-20T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-12-22T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2016-12-23T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-01-06T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-01-20T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-01-27T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-01-31T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-02-02T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-02-03T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-02-05T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-02-10T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-02-24T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-02-27T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-02-28T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-03-02T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-03-05T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-03-22T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-04-07T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-04-10T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-05-04T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-05-05T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-05-10T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-05-23T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-05-24T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-05-26T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-06-02T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-06-03T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-06-07T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-06-09T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-06-29T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-07-04T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-07-06T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-07-17T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-07-21T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-07-24T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-07-25T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-08-11T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-09-01T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-09-11T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-09-13T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-09-14T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-09-29T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-10-01T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-10-17T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-10-18T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-11-04T00:00:00Z,1
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-12-04T00:00:00Z,1
E2701Q,[E2701Q] SCIENZA DEI MATERIALI,2016-12-21T00:00:00Z,1
E2701Q,[E2701Q] SCIENZA DEI MATERIALI,2017-01-02T00:00:00Z,1
E2701Q,[E2701Q] SCIENZA DEI MATERIALI,2017-01-19T00:00:00Z,1
E2701Q,[E2701Q] SCIENZA DEI MATERIALI,2017-01-25T00:00:00Z,1
E2701Q,[E2701Q] SCIENZA DEI MATERIALI,2017-01-30T00:00:00Z,1
E2701Q,[E2701Q] SCIENZA DEI MATERIALI,2017-01-31T00:00:00Z,1
E2701Q,[E2701Q] SCIENZA DEI MATERIALI,2017-02-13T00:00:00Z,1
