appcod,cdscod,cds,num_stud,year,dtappello,ad
2948,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,3,2017,2017-01-19T00:00:00Z,[E1901R082] PSICOLOGIA DELLA DISABILITA' E DELL'INTEGRAZIONE
2949,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-06-26T00:00:00Z,[E1901R082] PSICOLOGIA DELLA DISABILITA' E DELL'INTEGRAZIONE
2950,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-08-06T00:00:00Z,[E1901R083] PSICOLOGIA DELLA CULTURA
2951,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-06-22T00:00:00Z,[E1901R083] PSICOLOGIA DELLA CULTURA
2952,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-11-07T00:00:00Z,[E1901R083] PSICOLOGIA DELLA CULTURA
2953,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,3,2017,2017-09-19T00:00:00Z,[E1901R083] PSICOLOGIA DELLA CULTURA
2954,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-05-06T00:00:00Z,[E1901R084] MUSICA
2955,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-06-20T00:00:00Z,[E1901R084] MUSICA
2956,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-06-07T00:00:00Z,[E1901R084] MUSICA
2957,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-09-25T00:00:00Z,[E1901R084] MUSICA
2958,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-01-19T00:00:00Z,[E1901R085] CINEMA E ARTI VISIVE
2959,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-02-02T00:00:00Z,[E1901R085] CINEMA E ARTI VISIVE
2960,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-01-06T00:00:00Z,[E1901R085] CINEMA E ARTI VISIVE
2961,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-06-19T00:00:00Z,[E1901R085] CINEMA E ARTI VISIVE
2962,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-04-07T00:00:00Z,[E1901R085] CINEMA E ARTI VISIVE
2963,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-05-07T00:00:00Z,[E1901R087] PEDAGOGIA DELL'ADOLESCENZA
2964,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-06-13T00:00:00Z,[E1901R088] PSICOLOGIA CLINICA DI COMUNITA'
2965,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-07-02T00:00:00Z,[E1901R091] PSICOLOGIA CLINICA
2966,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,13,2017,2017-06-13T00:00:00Z,[E1901R091] PSICOLOGIA CLINICA
2967,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-06-27T00:00:00Z,[E1901R091] PSICOLOGIA CLINICA
2968,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-01-06T00:00:00Z,[E1901R100] STORIA DELLA FILOSOFIA CONTEMPORANEA
2969,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-12-07T00:00:00Z,[E1901R100] STORIA DELLA FILOSOFIA CONTEMPORANEA
2970,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-01-17T00:00:00Z,[E1901R101] GESTIONE DELLE RISORSE UMANE
2971,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-07-02T00:00:00Z,[E1901R101] GESTIONE DELLE RISORSE UMANE
2972,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-05-06T00:00:00Z,[E1901R101] GESTIONE DELLE RISORSE UMANE
2973,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,5,2017,2017-06-22T00:00:00Z,[E1901R101] GESTIONE DELLE RISORSE UMANE
2974,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,6,2017,2017-07-13T00:00:00Z,[E1901R101] GESTIONE DELLE RISORSE UMANE
2975,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,3,2017,2017-09-18T00:00:00Z,[E1901R101] GESTIONE DELLE RISORSE UMANE
2976,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,3,2017,2017-01-24T00:00:00Z,[E1901R107] PEDAGOGIA DEL CORPO
2977,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-07-02T00:00:00Z,[E1901R107] PEDAGOGIA DEL CORPO
2978,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,4,2017,2017-02-21T00:00:00Z,[E1901R107] PEDAGOGIA DEL CORPO
2979,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-06-27T00:00:00Z,[E1901R107] PEDAGOGIA DEL CORPO
2980,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-11-07T00:00:00Z,[E1901R107] PEDAGOGIA DEL CORPO
2981,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-03-07T00:00:00Z,[E1901R108] METODOLOGIA DELLA RICERCA PEDAGOGICA
2982,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,99,2017,2017-11-01T00:00:00Z,[E2001R001] LETTERATURA ITALIANA CONTEMPORANEA
2983,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,34,2017,2017-01-02T00:00:00Z,[E2001R001] LETTERATURA ITALIANA CONTEMPORANEA
2984,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,15,2017,2017-06-06T00:00:00Z,[E2001R001] LETTERATURA ITALIANA CONTEMPORANEA
2985,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,8,2017,2017-11-07T00:00:00Z,[E2001R001] LETTERATURA ITALIANA CONTEMPORANEA
2986,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,11,2017,2017-12-09T00:00:00Z,[E2001R001] LETTERATURA ITALIANA CONTEMPORANEA
2987,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,9,2017,2017-09-27T00:00:00Z,[E2001R001] LETTERATURA ITALIANA CONTEMPORANEA
2988,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,36,2017,2017-01-18T00:00:00Z,[E2001R002] LINGUISTICA ITALIANA
2989,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,73,2017,2017-02-22T00:00:00Z,[E2001R002] LINGUISTICA ITALIANA
2990,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,33,2017,2017-06-14T00:00:00Z,[E2001R002] LINGUISTICA ITALIANA
2991,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,44,2017,2017-07-14T00:00:00Z,[E2001R002] LINGUISTICA ITALIANA
2992,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,35,2017,2017-09-22T00:00:00Z,[E2001R002] LINGUISTICA ITALIANA
2994,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,92,2017,2017-01-18T00:00:00Z,[E2001R004] ETNOLINGUISTICA
2995,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,73,2017,2017-02-15T00:00:00Z,[E2001R004] ETNOLINGUISTICA
2996,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,23,2017,2017-06-13T00:00:00Z,[E2001R004] ETNOLINGUISTICA
2997,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,36,2017,2017-11-07T00:00:00Z,[E2001R004] ETNOLINGUISTICA
2998,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,20,2017,2017-12-09T00:00:00Z,[E2001R004] ETNOLINGUISTICA
2999,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,18,2017,2017-09-26T00:00:00Z,[E2001R004] ETNOLINGUISTICA
3001,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,45,2017,2017-10-01T00:00:00Z,[E2001R005] SOCIOLOGIA DELLA COMUNICAZIONE
3002,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,90,2017,2017-07-02T00:00:00Z,[E2001R005] SOCIOLOGIA DELLA COMUNICAZIONE
3003,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,21,2017,2017-06-15T00:00:00Z,[E2001R005] SOCIOLOGIA DELLA COMUNICAZIONE
3004,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,16,2017,2017-12-07T00:00:00Z,[E2001R005] SOCIOLOGIA DELLA COMUNICAZIONE
3005,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,10,2017,2017-09-14T00:00:00Z,[E2001R005] SOCIOLOGIA DELLA COMUNICAZIONE
3006,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,22,2017,2017-06-15T00:00:00Z,[E2001R006] ESTETICA
3007,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,69,2017,2017-06-07T00:00:00Z,[E2001R006] ESTETICA
3008,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,52,2017,2017-09-14T00:00:00Z,[E2001R006] ESTETICA
3009,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,64,2017,2017-01-31T00:00:00Z,[E2001R007] ANTROPOLOGIA CULTURALE
3010,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,125,2017,2017-02-20T00:00:00Z,[E2001R007] ANTROPOLOGIA CULTURALE
3011,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,23,2017,2017-06-19T00:00:00Z,[E2001R007] ANTROPOLOGIA CULTURALE
3012,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,17,2017,2017-12-07T00:00:00Z,[E2001R007] ANTROPOLOGIA CULTURALE
3013,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,15,2017,2017-09-28T00:00:00Z,[E2001R007] ANTROPOLOGIA CULTURALE
3014,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,7,2017,2017-10-13T00:00:00Z,[E2001R007] ANTROPOLOGIA CULTURALE
3015,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,77,2017,2017-01-17T00:00:00Z,[E2001R008] PEDAGOGIA INTERCULTURALE
3016,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,126,2017,2017-02-21T00:00:00Z,[E2001R008] PEDAGOGIA INTERCULTURALE
3017,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,12,2017,2017-07-06T00:00:00Z,[E2001R008] PEDAGOGIA INTERCULTURALE
3018,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,15,2017,2017-05-07T00:00:00Z,[E2001R008] PEDAGOGIA INTERCULTURALE
3019,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,21,2017,2017-09-20T00:00:00Z,[E2001R008] PEDAGOGIA INTERCULTURALE
3020,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,180,2017,2017-08-06T00:00:00Z,[E2001R009] PSICOLOGIA DELLA COMUNICAZIONE
3021,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,30,2017,2017-11-07T00:00:00Z,[E2001R009] PSICOLOGIA DELLA COMUNICAZIONE
3022,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,17,2017,2017-09-19T00:00:00Z,[E2001R009] PSICOLOGIA DELLA COMUNICAZIONE
3023,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,161,2017,2017-06-13T00:00:00Z,[E2001R010] ORGANIZZAZIONE AZIENDALE
3024,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,20,2017,2017-07-18T00:00:00Z,[E2001R010] ORGANIZZAZIONE AZIENDALE
3025,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,15,2017,2017-08-09T00:00:00Z,[E2001R010] ORGANIZZAZIONE AZIENDALE
3027,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,78,2017,2017-01-24T00:00:00Z,[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA
3028,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,82,2017,2017-02-28T00:00:00Z,[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA
3029,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,12,2017,2017-09-06T00:00:00Z,[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA
3030,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,15,2017,2017-07-07T00:00:00Z,[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA
3031,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,6,2017,2017-09-25T00:00:00Z,[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA
3032,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,118,2017,2017-06-14T00:00:00Z,[E2001R024] TEORIA E TECNICA DEI NUOVI MEDIA
3033,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,48,2017,2017-07-17T00:00:00Z,[E2001R024] TEORIA E TECNICA DEI NUOVI MEDIA
3034,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,17,2017,2017-09-13T00:00:00Z,[E2001R024] TEORIA E TECNICA DEI NUOVI MEDIA
3035,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,31,2017,2017-06-16T00:00:00Z,[E2001R027] ANTROPOLOGIA DELLA CONTEMPORANEITÀ
3036,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,18,2017,2017-11-07T00:00:00Z,[E2001R027] ANTROPOLOGIA DELLA CONTEMPORANEITÀ
3037,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,13,2017,2017-12-09T00:00:00Z,[E2001R027] ANTROPOLOGIA DELLA CONTEMPORANEITÀ
3038,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-01-31T00:00:00Z,[E2001R027] ANTROPOLOGIA DELLA CONTEMPORANEITÀ
3039,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-02-20T00:00:00Z,[E2001R027] ANTROPOLOGIA DELLA CONTEMPORANEITÀ
3040,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-01-26T00:00:00Z,[E2001R028] ANTROPOLOGIA DEI MEDIA
3041,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,10,2017,2017-05-06T00:00:00Z,[E2001R028] ANTROPOLOGIA DEI MEDIA
3042,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,25,2017,2017-04-07T00:00:00Z,[E2001R028] ANTROPOLOGIA DEI MEDIA
3043,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,8,2017,2017-09-28T00:00:00Z,[E2001R028] ANTROPOLOGIA DEI MEDIA
3044,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,3,2017,2017-10-01T00:00:00Z,[E2001R029] GEOGRAFIA CULTURALE **
3045,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,15,2017,2017-02-27T00:00:00Z,[E2001R029] GEOGRAFIA CULTURALE **
3046,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,101,2017,2017-12-06T00:00:00Z,[E2001R029] GEOGRAFIA CULTURALE **
3047,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,35,2017,2017-10-07T00:00:00Z,[E2001R029] GEOGRAFIA CULTURALE **
3048,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,21,2017,2017-09-25T00:00:00Z,[E2001R029] GEOGRAFIA CULTURALE **
3049,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,21,2017,2017-12-10T00:00:00Z,[E2001R029] GEOGRAFIA CULTURALE **
3050,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,5,2017,2017-01-16T00:00:00Z,[E2001R030] METODOLOGIA DELLA RICERCA PEDAGOGICA
3051,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-02-20T00:00:00Z,[E2001R030] METODOLOGIA DELLA RICERCA PEDAGOGICA
3052,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-03-07T00:00:00Z,[E2001R030] METODOLOGIA DELLA RICERCA PEDAGOGICA
3053,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-09-18T00:00:00Z,[E2001R030] METODOLOGIA DELLA RICERCA PEDAGOGICA
3054,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-01-31T00:00:00Z,[E2001R031] LINGUISTICA APPLICATA
3055,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,6,2017,2017-02-21T00:00:00Z,[E2001R031] LINGUISTICA APPLICATA
3056,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,32,2017,2017-08-06T00:00:00Z,[E2001R031] LINGUISTICA APPLICATA
3057,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,23,2017,2017-06-07T00:00:00Z,[E2001R031] LINGUISTICA APPLICATA
3058,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,11,2017,2017-09-28T00:00:00Z,[E2001R031] LINGUISTICA APPLICATA
3059,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-01-16T00:00:00Z,[E2001R037] LINGUISTICA GENERALE
3060,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-07-02T00:00:00Z,[E2001R037] LINGUISTICA GENERALE
3061,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,56,2017,2017-06-06T00:00:00Z,[E2001R037] LINGUISTICA GENERALE
3062,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,113,2017,2017-03-07T00:00:00Z,[E2001R037] LINGUISTICA GENERALE
3063,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,73,2017,2017-09-26T00:00:00Z,[E2001R037] LINGUISTICA GENERALE
3064,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,43,2017,2017-06-15T00:00:00Z,[E2001R038] ISTITUZIONI DI CULTURA ARABA
3065,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,20,2017,2017-07-13T00:00:00Z,[E2001R038] ISTITUZIONI DI CULTURA ARABA
3066,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,5,2017,2017-09-14T00:00:00Z,[E2001R038] ISTITUZIONI DI CULTURA ARABA
3067,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,4,2017,2017-12-06T00:00:00Z,[E2001R039] ISTITUZIONI DI CULTURA CNESE
3068,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,23,2017,2017-07-17T00:00:00Z,[E2001R039] ISTITUZIONI DI CULTURA CNESE
3069,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,29,2017,2017-09-29T00:00:00Z,[E2001R039] ISTITUZIONI DI CULTURA CNESE
3070,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,12,2017,2017-06-14T00:00:00Z,[E2001R040] ISTITUZIONI DI CULTURA GIAPPONESE
3071,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,22,2017,2017-07-17T00:00:00Z,[E2001R040] ISTITUZIONI DI CULTURA GIAPPONESE
3072,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,17,2017,2017-09-18T00:00:00Z,[E2001R040] ISTITUZIONI DI CULTURA GIAPPONESE
3073,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,36,2017,2017-07-06T00:00:00Z,[E2001R051] LINGUA ARABA I
3074,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,24,2017,2017-04-07T00:00:00Z,[E2001R051] LINGUA ARABA I
3075,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,17,2017,2017-09-27T00:00:00Z,[E2001R051] LINGUA ARABA I
3076,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-10-01T00:00:00Z,[E2001R052] LINGUA ARABA II
3077,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,35,2017,2017-08-06T00:00:00Z,[E2001R052] LINGUA ARABA II
3078,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,8,2017,2017-05-07T00:00:00Z,[E2001R052] LINGUA ARABA II
3079,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,11,2017,2017-09-28T00:00:00Z,[E2001R052] LINGUA ARABA II
3080,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,32,2017,2017-06-14T00:00:00Z,[E2001R053] LINGUA ARABA III
3081,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,19,2017,2017-07-07T00:00:00Z,[E2001R053] LINGUA ARABA III
3082,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,8,2017,2017-09-29T00:00:00Z,[E2001R053] LINGUA ARABA III
3083,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,27,2017,2017-05-06T00:00:00Z,[E2001R055] LINGUA CINESE I
3084,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,21,2017,2017-10-07T00:00:00Z,[E2001R055] LINGUA CINESE I
3085,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,14,2017,2017-09-27T00:00:00Z,[E2001R055] LINGUA CINESE I
3086,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-05-06T00:00:00Z,[E2001R056] LINGUA CINESE II
3087,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,4,2017,2017-04-07T00:00:00Z,[E2001R056] LINGUA CINESE II
3088,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,6,2017,2017-09-29T00:00:00Z,[E2001R056] LINGUA CINESE II
3089,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,3,2017,2017-05-06T00:00:00Z,[E2001R057] LINGUA CINESE III
3090,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,5,2017,2017-04-07T00:00:00Z,[E2001R057] LINGUA CINESE III
3091,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,7,2017,2017-09-29T00:00:00Z,[E2001R057] LINGUA CINESE III
3092,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,6,2017,2017-05-06T00:00:00Z,[E2001R058] LINGUA GIAPPONESE I
3093,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,18,2017,2017-10-07T00:00:00Z,[E2001R058] LINGUA GIAPPONESE I
3094,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,7,2017,2017-09-28T00:00:00Z,[E2001R058] LINGUA GIAPPONESE I
3095,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,10,2017,2017-12-06T00:00:00Z,[E2001R059] LINGUA GIAPPONESE II
3096,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,18,2017,2017-07-13T00:00:00Z,[E2001R059] LINGUA GIAPPONESE II
3097,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,24,2017,2017-09-27T00:00:00Z,[E2001R059] LINGUA GIAPPONESE II
3098,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,37,2017,2017-09-06T00:00:00Z,[E2001R060] LINGUA GIAPPONESE III
3099,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,8,2017,2017-07-14T00:00:00Z,[E2001R060] LINGUA GIAPPONESE III
3100,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,7,2017,2017-09-19T00:00:00Z,[E2001R060] LINGUA GIAPPONESE III
3101,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-06-06T00:00:00Z,[E2004P002] FILOSOFIA DEL LINGUAGGIO
3102,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-06-29T00:00:00Z,[E2004P002] FILOSOFIA DEL LINGUAGGIO
3103,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-04-07T00:00:00Z,[E2004P004] PSICOLOGIA GENERALE PER LA COMUNICAZIONE
3104,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-09-26T00:00:00Z,[E2004P004] PSICOLOGIA GENERALE PER LA COMUNICAZIONE
3105,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-06-15T00:00:00Z,[E2004P009] PSICOLINGUISTICA
3106,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-09-13T00:00:00Z,[E2004P009] PSICOLINGUISTICA
3107,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,3,2017,2017-06-06T00:00:00Z,[E2004P009] PSICOLINGUISTICA
3108,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-02-16T00:00:00Z,[E2004P013] PSICOLOGIA DELL'ARTE
3109,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-06-14T00:00:00Z,[E2004P013] PSICOLOGIA DELL'ARTE
3110,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-11-07T00:00:00Z,[E2004P013] PSICOLOGIA DELL'ARTE
3111,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-09-26T00:00:00Z,[E2004P013] PSICOLOGIA DELL'ARTE
3112,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-06-26T00:00:00Z,[E2004P026] PSICOLOGIA SOCIALE DELLA COMUNICAZIONE
3113,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,6,2017,2017-06-13T00:00:00Z,[E2004P027] COMUNICAZIONE D'IMPRESA
3114,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-11-07T00:00:00Z,[E2004P027] COMUNICAZIONE D'IMPRESA
3115,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,3,2017,2017-09-19T00:00:00Z,[E2004P027] COMUNICAZIONE D'IMPRESA
3116,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-01-24T00:00:00Z,[E2004P028] INFORMATICA E GRAFICA PER IL WEB
3117,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-02-21T00:00:00Z,[E2004P028] INFORMATICA E GRAFICA PER IL WEB
3118,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-06-20T00:00:00Z,[E2004P028] INFORMATICA E GRAFICA PER IL WEB
3119,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-07-19T00:00:00Z,[E2004P028] INFORMATICA E GRAFICA PER IL WEB
3120,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-06-20T00:00:00Z,[E2004P037] VISUAL DESIGN
3121,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-01-24T00:00:00Z,[E2004P038] WEB MARKETING
3122,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-06-13T00:00:00Z,[E2004P038] WEB MARKETING
3123,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-11-07T00:00:00Z,[E2004P038] WEB MARKETING
3124,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-09-20T00:00:00Z,[E2004P038] WEB MARKETING
3125,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2017,2017-12-06T00:00:00Z,"[E2401P015] MOTIVAZIONE, EMOZIONE E PERSONALITÀ"
3126,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2017,2017-06-27T00:00:00Z,[E2401P028] PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI
