appcod,cdscod,cds,num_stud,year,dtappello,ad
3459,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,1,2015,2015-09-17T00:00:00Z,[E2401P013] PSICOLOGIA DINAMICA
48,581,[581] GIURISPRUDENZA,2,2016,2016-09-28T00:00:00Z,[A5810010] DIRITTO AMMINISTRATIVO
49,581,[581] GIURISPRUDENZA,1,2016,2016-11-30T00:00:00Z,[A5810010] DIRITTO AMMINISTRATIVO
60,581,[581] GIURISPRUDENZA,1,2016,2016-07-09T00:00:00Z,[A5810011] GIUSTIZIA AMMINISTRATIVA
61,581,[581] GIURISPRUDENZA,4,2016,2016-11-30T00:00:00Z,[A5810011] GIUSTIZIA AMMINISTRATIVA
72,581,[581] GIURISPRUDENZA,1,2016,2016-09-27T00:00:00Z,[A5810012] DIRITTO TRIBUTARIO
73,581,[581] GIURISPRUDENZA,1,2016,2016-11-29T00:00:00Z,[A5810012] DIRITTO TRIBUTARIO
83,581,[581] GIURISPRUDENZA,1,2016,2016-11-28T00:00:00Z,[A5810014] DIRITTO COMMERCIALE
93,581,[581] GIURISPRUDENZA,1,2016,2016-11-28T00:00:00Z,[A5810015] DIRITTO PENALE
94,581,[581] GIURISPRUDENZA,1,2016,2016-06-12T00:00:00Z,[A5810015] DIRITTO PENALE
104,581,[581] GIURISPRUDENZA,1,2016,2016-11-30T00:00:00Z,[A5810017] DIRITTO PROCESSUALE CIVILE
114,581,[581] GIURISPRUDENZA,2,2016,2016-11-30T00:00:00Z,[A5810017] DIRITTO PROCESSUALE CIVILE
122,581,[581] GIURISPRUDENZA,2,2016,2016-11-30T00:00:00Z,[A5810018] PROCEDURA PENALE
141,581,[581] GIURISPRUDENZA,1,2016,2016-11-28T00:00:00Z,[A5810019] ISTITUZIONI DI DIRITTO PRIVATO
151,581,[581] GIURISPRUDENZA,6,2016,2016-11-28T00:00:00Z,[A5810029] DIRITTO CANONICO
161,581,[581] GIURISPRUDENZA,1,2016,2016-05-09T00:00:00Z,[A5810030] DIRITTO ECCLESIASTICO
162,581,[581] GIURISPRUDENZA,1,2016,2016-09-19T00:00:00Z,[A5810030] DIRITTO ECCLESIASTICO
163,581,[581] GIURISPRUDENZA,92,2016,2016-11-28T00:00:00Z,[A5810030] DIRITTO ECCLESIASTICO
173,581,[581] GIURISPRUDENZA,28,2016,2016-01-12T00:00:00Z,[A5810031] INFORMATICA GIURIDICA
183,581,[581] GIURISPRUDENZA,4,2016,2016-09-28T00:00:00Z,[A5810032] SOCIOLOGIA DEL DIRITTO
184,581,[581] GIURISPRUDENZA,3,2016,2016-11-30T00:00:00Z,[A5810032] SOCIOLOGIA DEL DIRITTO
195,581,[581] GIURISPRUDENZA,1,2016,2016-01-12T00:00:00Z,[A5810033] TEORIE DELL'INTERPRETAZIONE
201,581,[581] GIURISPRUDENZA,1,2016,2016-07-09T00:00:00Z,[A5810036] DIRITTO ROMANO
202,581,[581] GIURISPRUDENZA,2,2016,2016-09-28T00:00:00Z,[A5810036] DIRITTO ROMANO
203,581,[581] GIURISPRUDENZA,103,2016,2016-01-12T00:00:00Z,[A5810036] DIRITTO ROMANO
213,581,[581] GIURISPRUDENZA,4,2016,2016-09-30T00:00:00Z,[A5810037] STORIA DEL DIRITTO ROMANO
222,581,[581] GIURISPRUDENZA,56,2016,2016-11-28T00:00:00Z,[A5810039] STORIA DEL DIRITTO DI FAMIGLIA
233,581,[581] GIURISPRUDENZA,5,2016,2016-09-19T00:00:00Z,[A5810039] STORIA DEL DIRITTO DI FAMIGLIA
235,581,[581] GIURISPRUDENZA,1,2016,2016-09-13T00:00:00Z,[A5810042] DIRITTO COSTITUZIONALE EUROPEO ( I DIRITTI FONDAMENTALI) MOD. JEAN MONNET
236,581,[581] GIURISPRUDENZA,23,2016,2016-11-30T00:00:00Z,[A5810042] DIRITTO COSTITUZIONALE EUROPEO ( I DIRITTI FONDAMENTALI) MOD. JEAN MONNET
253,581,[581] GIURISPRUDENZA,12,2016,2016-11-30T00:00:00Z,[A5810044] DIRITTO REGIONALE
262,581,[581] GIURISPRUDENZA,1,2016,2016-11-28T00:00:00Z,[A5810046] CRIMINOLOGIA
263,581,[581] GIURISPRUDENZA,1,2016,2016-11-30T00:00:00Z,[A5810047] DIRITTO AMBIENTALE
278,581,[581] GIURISPRUDENZA,1,2016,2016-09-26T00:00:00Z,[A5810050] DIRITTO DEI MERCATI FINANZIARI
279,581,[581] GIURISPRUDENZA,14,2016,2016-11-28T00:00:00Z,[A5810050] DIRITTO DEI MERCATI FINANZIARI
288,581,[581] GIURISPRUDENZA,1,2016,2016-11-30T00:00:00Z,[A5810051] DIRITTO DEL LAVORO C.P.
295,581,[581] GIURISPRUDENZA,2,2016,2016-11-30T00:00:00Z,[A5810052] DIRITTO DELL'ARBITRATO INTERNO E INTERNAZIONALE
301,581,[581] GIURISPRUDENZA,2,2016,2016-11-30T00:00:00Z,[A5810053] DIRITTO DELL'ESECUZIONE CIVILE
315,581,[581] GIURISPRUDENZA,3,2016,2016-09-29T00:00:00Z,[A5810055] DIRITTO DI FAMIGLIA
316,581,[581] GIURISPRUDENZA,45,2016,2016-11-28T00:00:00Z,[A5810055] DIRITTO DI FAMIGLIA
329,581,[581] GIURISPRUDENZA,14,2016,2016-11-30T00:00:00Z,[A5810056] DIRITTO FALLIMENTARE
335,581,[581] GIURISPRUDENZA,1,2016,2016-11-28T00:00:00Z,[A5810057] DIRITTO INDUSTRIALE
343,581,[581] GIURISPRUDENZA,1,2016,2016-11-30T00:00:00Z,[A5810058] DIRITTO INTERNAZIONALE DEI CONFLITTI ARMATI
359,581,[581] GIURISPRUDENZA,1,2016,2016-09-27T00:00:00Z,[A5810060] DIRITTO PENALE (PARTE SPECIALE)
360,581,[581] GIURISPRUDENZA,34,2016,2016-11-28T00:00:00Z,[A5810060] DIRITTO PENALE (PARTE SPECIALE)
361,581,[581] GIURISPRUDENZA,1,2016,2016-11-30T00:00:00Z,[A5810060] DIRITTO PENALE (PARTE SPECIALE)
374,581,[581] GIURISPRUDENZA,7,2016,2016-01-12T00:00:00Z,[A5810062] DIRITTO PENALE MINORILE
384,581,[581] GIURISPRUDENZA,1,2016,2016-09-21T00:00:00Z,[A5810063] DIRITTO PENITENZIARIO
385,581,[581] GIURISPRUDENZA,1,2016,2016-09-28T00:00:00Z,[A5810063] DIRITTO PENITENZIARIO
386,581,[581] GIURISPRUDENZA,3,2016,2016-01-12T00:00:00Z,[A5810063] DIRITTO PENITENZIARIO
396,581,[581] GIURISPRUDENZA,1,2016,2016-06-09T00:00:00Z,[A5810064] DIRITTO PROCESSUALE CIVILE C.P.
397,581,[581] GIURISPRUDENZA,1,2016,2016-09-20T00:00:00Z,[A5810064] DIRITTO PROCESSUALE CIVILE C.P.
404,581,[581] GIURISPRUDENZA,1,2016,2016-11-30T00:00:00Z,[A5810066] DIRITTO SINDACALE
409,581,[581] GIURISPRUDENZA,3,2016,2016-11-30T00:00:00Z,[A5810067] DIRITTO URBANISTICO
423,581,[581] GIURISPRUDENZA,3,2016,2016-11-30T00:00:00Z,[A5810070] MEDICINA LEGALE
439,581,[581] GIURISPRUDENZA,13,2016,2016-11-29T00:00:00Z,[A5810072] POLITICA ECONOMICA
444,581,[581] GIURISPRUDENZA,8,2016,2016-01-12T00:00:00Z,[A5810073] PROCEDURA PENALE EUROPEA
445,581,[581] GIURISPRUDENZA,1,2016,2016-02-12T00:00:00Z,[A5810073] PROCEDURA PENALE EUROPEA
450,581,[581] GIURISPRUDENZA,2,2016,2016-11-28T00:00:00Z,[A5810076] DIRITTO ECCLESIASTICO COMPARATO
457,581,[581] GIURISPRUDENZA,1,2016,2016-11-28T00:00:00Z,[A5810077] DIRITTO DELLE ASSICURAZIONI
487,581,[581] GIURISPRUDENZA,1,2016,2016-01-12T00:00:00Z,[A5810089] PROCEDURA PENALE SOVRANAZIONALE
494,581,[581] GIURISPRUDENZA,3,2016,2016-09-14T00:00:00Z,[A5810093] ORDINAMENTO GIUDIZIARIO
495,581,[581] GIURISPRUDENZA,3,2016,2016-09-28T00:00:00Z,[A5810093] ORDINAMENTO GIUDIZIARIO
496,581,[581] GIURISPRUDENZA,19,2016,2016-01-12T00:00:00Z,[A5810093] ORDINAMENTO GIUDIZIARIO
512,581,[581] GIURISPRUDENZA,2,2016,2016-11-28T00:00:00Z,[A5810106] BIOETICA
514,581,[581] GIURISPRUDENZA,1,2016,2016-11-28T00:00:00Z,[A5810107] DIRITTO PENALE DELL'AMBIENTE
522,581,[581] GIURISPRUDENZA,34,2016,2016-11-28T00:00:00Z,[A5810109] DIRITTO PENALE DELL'INFORMATICA
540,581,[581] GIURISPRUDENZA,7,2016,2016-11-30T00:00:00Z,[A5810116] COMPARATIVE CIVIL PROCEDURE
547,581,[581] GIURISPRUDENZA,1,2016,2016-11-28T00:00:00Z,[A5810122] MEDIAZIONE REO-VITTIMA E MEDIAZIONE SOCIALE
556,581,[581] GIURISPRUDENZA,1,2016,2016-09-29T00:00:00Z,[A5810125] DIRITTO CIVILE (ILLECITO)
557,581,[581] GIURISPRUDENZA,4,2016,2016-11-28T00:00:00Z,[A5810125] DIRITTO CIVILE (ILLECITO)
588,581,[581] GIURISPRUDENZA,2,2016,2016-11-29T00:00:00Z,[A5810129] DIRITTO DELLA NAVIGAZIONE
595,581,[581] GIURISPRUDENZA,1,2016,2016-09-28T00:00:00Z,[A5810130] DIRITTO DELL'UNIONE EUROPEA
596,581,[581] GIURISPRUDENZA,3,2016,2016-01-12T00:00:00Z,[A5810130] DIRITTO DELL'UNIONE EUROPEA
608,581,[581] GIURISPRUDENZA,1,2016,2016-09-13T00:00:00Z,[A5810131] DIRITTO PARLAMENTARE
613,581,[581] GIURISPRUDENZA,1,2016,2016-09-15T00:00:00Z,[A5810132] DIRITTO PRIVATO COMPARATO
614,581,[581] GIURISPRUDENZA,2,2016,2016-09-30T00:00:00Z,[A5810132] DIRITTO PRIVATO COMPARATO
615,581,[581] GIURISPRUDENZA,3,2016,2016-11-28T00:00:00Z,[A5810132] DIRITTO PRIVATO COMPARATO
634,581,[581] GIURISPRUDENZA,1,2016,2016-07-09T00:00:00Z,[A5810134] FONDAMENTI ROMANISTICI DEL DIRITTO PRIVATO EUROPEO
635,581,[581] GIURISPRUDENZA,1,2016,2016-09-28T00:00:00Z,[A5810134] FONDAMENTI ROMANISTICI DEL DIRITTO PRIVATO EUROPEO
636,581,[581] GIURISPRUDENZA,3,2016,2016-01-12T00:00:00Z,[A5810134] FONDAMENTI ROMANISTICI DEL DIRITTO PRIVATO EUROPEO
646,581,[581] GIURISPRUDENZA,30,2016,2016-11-29T00:00:00Z,[A5810135] STORIA DEL DIRITTO DELLE OBBLIGAZIONI E DEI CONTRATTI
655,581,[581] GIURISPRUDENZA,39,2016,2016-11-30T00:00:00Z,[A5810136] STORIA DEL PROCESSO PENALE
673,581,[581] GIURISPRUDENZA,3,2016,2016-05-09T00:00:00Z,[A5810138] SOCIOLOGIA DEI DIRITTI FONDAMENTALI
674,581,[581] GIURISPRUDENZA,2,2016,2016-09-28T00:00:00Z,[A5810138] SOCIOLOGIA DEI DIRITTI FONDAMENTALI
675,581,[581] GIURISPRUDENZA,13,2016,2016-11-30T00:00:00Z,[A5810138] SOCIOLOGIA DEI DIRITTI FONDAMENTALI
685,581,[581] GIURISPRUDENZA,1,2016,2016-11-30T00:00:00Z,[A5810139] DIRITTO AMMINISTRATIVO -PARTE SPECIALE
715,581,[581] GIURISPRUDENZA,1,2016,2016-11-30T00:00:00Z,[A5810227] DIRITTO COSTITUZIONALE
723,581,[581] GIURISPRUDENZA,1,2016,2016-11-29T00:00:00Z,[A5810228] STORIA DEL DIRITTO MEDIEVALE E MODERNO
739,581,[581] GIURISPRUDENZA,2,2016,2016-01-12T00:00:00Z,[A5810229] ISTITUZIONI DI DIRITTO ROMANO
852,E0201Q,[E0201Q] BIOTECNOLOGIE,3,2016,2016-12-19T00:00:00Z,[E0201Q055] COMPOSTI ORGANICI DI INTERESSE MERCEOLOGICO
869,E0201Q,[E0201Q] BIOTECNOLOGIE,1,2016,2016-12-21T00:00:00Z,[E0201Q059] BIOCHIMICA PER LE BIOTECNOLOGIE
900,E0201Q,[E0201Q] BIOTECNOLOGIE,47,2016,2016-12-13T00:00:00Z,[E0201Q065] BIOCHIMICA SISTEMATICA UMANA
947,E0201Q,[E0201Q] BIOTECNOLOGIE,1,2016,2016-12-14T00:00:00Z,[E1301Q059] ECOLOGIA APPLICATA
949,E0201Q,[E0201Q] BIOTECNOLOGIE,1,2016,2016-12-15T00:00:00Z,[E1301Q063] BOTANICA
959,E1301Q,[E1301Q] SCIENZE BIOLOGICHE,1,2016,2016-12-19T00:00:00Z,[E0201Q055] COMPOSTI ORGANICI DI INTERESSE MERCEOLOGICO
981,E1301Q,[E1301Q] SCIENZE BIOLOGICHE,9,2016,2016-12-13T00:00:00Z,[E0201Q065] BIOCHIMICA SISTEMATICA UMANA
1024,E1301Q,[E1301Q] SCIENZE BIOLOGICHE,1,2016,2016-12-13T00:00:00Z,[E1301Q011] ZOOLOGIA
1066,E1301Q,[E1301Q] SCIENZE BIOLOGICHE,4,2016,2016-12-14T00:00:00Z,[E1301Q059] ECOLOGIA APPLICATA
1102,E1301Q,[E1301Q] SCIENZE BIOLOGICHE,1,2016,2016-12-15T00:00:00Z,[E1301Q063] BOTANICA
1200,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,1,2016,2016-11-29T00:00:00Z,[E1401A005] DIRITTO COSTITUZIONALE
1210,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,1,2016,2016-11-28T00:00:00Z,[E1401A007] DIRITTO COMMERCIALE
1221,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,1,2016,2016-06-12T00:00:00Z,[E1401A008] DIRITTO PENALE
1241,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2,2016,2016-11-30T00:00:00Z,[E1401A010] DIRITTO AMMINISTRATIVO
1281,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,11,2016,2016-02-12T00:00:00Z,[E1401A019] DIRITTO DELLA SICUREZZA SOCIALE: PREVIDENZA E ASSISTENZA
1300,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,9,2016,2016-11-28T00:00:00Z,[E1401A025] DIRITTO DEI MERCATI FINANZIARI
1322,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2,2016,2016-11-30T00:00:00Z,[E1401A028] DIRITTO FALLIMENTARE
1341,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,1,2016,2016-11-30T00:00:00Z,[E1401A034] DIRITTO URBANISTICO
1349,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,1,2016,2016-01-12T00:00:00Z,[E1401A037] DIRITTO PUBBLICO COMPARATO
1379,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,10,2016,2016-02-12T00:00:00Z,[E1401A074] ELEMENTI DI DIRITTO ROMANO PUBBLICO E PRIVATO
1390,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2,2016,2016-11-30T00:00:00Z,[E1401A076] ELEMENTI DI STORIA DEL DIRITTO MEDIEVALE E MODERNO
1410,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2,2016,2016-11-28T00:00:00Z,[E1401A078] ISTITUZIONI DI DIRITTO PRIVATO
1434,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,4,2016,2016-11-29T00:00:00Z,[E1401A082] POLITICA ECONOMICA
1459,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,6,2016,2016-11-30T00:00:00Z,[E1401A086] ELEMENTI DI DIRITTO PROCESSUALE CIVILE
1469,E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,41,2016,2016-11-30T00:00:00Z,[E1401A087] DIRITTO PENITENZIARIO
1487,E1501N,[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,1,2016,2016-12-14T00:00:00Z,[E1501N001] DIRITTO DEL TURISMO
1495,E1501N,[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,107,2016,2016-12-15T00:00:00Z,[E1501N005] SOCIOLOGIA GENERALE
1501,E1501N,[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,1,2016,2016-12-12T00:00:00Z,[E1501N007] LINGUA E TRADUZIONE INGLESE
1507,E1501N,[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,1,2016,2016-12-19T00:00:00Z,[E1501N009] SOCIOLOGIA DELLA CULTURA E DEL TEMPO LIBERO
1512,E1501N,[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,2,2016,2016-11-29T00:00:00Z,[E1501N011] SOCIOLOGIA DEL TERRITORIO
1516,E1501N,[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,72,2016,2016-11-30T00:00:00Z,[E1501N014] ECONOMIA DEL TURISMO
1521,E1501N,[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,134,2016,2016-12-19T00:00:00Z,[E1501N051] GEOGRAFIA DEL TURISMO
1533,E1501N,[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,77,2016,2016-12-12T00:00:00Z,[E1501N065] ECONOMIA CULTURALE E AMBIENTALE
1564,E1501N,[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,147,2016,2016-05-12T00:00:00Z,[E1501N082] ARCHEOLOGIA
1589,E1501N,[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,3,2016,2016-12-21T00:00:00Z,[E4001N053] ORGANIZZAZIONE E LAVORO
1594,E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,1,2016,2016-11-30T00:00:00Z,[E1401A040] CRIMINOLOGIA
1613,E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,203,2016,2016-12-14T00:00:00Z,[E1601N006] INGLESE
1618,E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,4,2016,2016-12-20T00:00:00Z,[E1601N008] FONDAMENTI DI ORGANIZZAZIONE
1625,E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,25,2016,2016-12-16T00:00:00Z,[E1601N010] INNOVAZIONE ORGANIZZATIVA
1630,E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,111,2016,2016-12-14T00:00:00Z,[E1601N017] DIRITTO DEL LAVORO
1640,E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,1,2016,2016-12-21T00:00:00Z,[E1601N021] ANTROPOLOGIA ECONOMICA
1647,E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,1,2016,2016-12-15T00:00:00Z,[E1601N034] MANAGEMENT DEI SERVIZI PUBBLICI E DELLE ORGANIZZAZIONI NO PROFIT
1654,E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,72,2016,2016-11-30T00:00:00Z,[E1601N043] RETI DI IMPRESE E TERRITORIO
1663,E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,48,2016,2016-12-19T00:00:00Z,[E1601N049] ORDINAMENTO E DIRITTO REGIONALE
1669,E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,1,2016,2016-06-12T00:00:00Z,[E1601N050] LE ORGANIZZAZIONI COMPLESSE
1728,E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",6,2016,2016-12-12T00:00:00Z,[E1501N065] ECONOMIA CULTURALE E AMBIENTALE
1739,E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",5,2016,2016-11-30T00:00:00Z,[E1601N043] RETI DI IMPRESE E TERRITORIO
2038,E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2,2016,2016-12-21T00:00:00Z,[E4001N053] ORGANIZZAZIONE E LAVORO
2831,E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,1,2016,2016-09-26T00:00:00Z,[E1901R096] TIROCINIO - INSERIMENTO NELLE ORGANIZZAZIONI
2849,E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,1,2016,2016-12-21T00:00:00Z,[E1901R107] PEDAGOGIA DEL CORPO
2993,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2016,2016-09-14T00:00:00Z,[E2001R004] ETNOLINGUISTICA
3000,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2,2016,2016-09-20T00:00:00Z,[E2001R005] SOCIOLOGIA DELLA COMUNICAZIONE
3026,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,3,2016,2016-09-21T00:00:00Z,[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA
3148,E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,1,2016,2016-12-22T00:00:00Z,"[E4001N067] CULTURE, DIFFERENZE, CONFLITTI"
3193,E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,1,2016,2016-08-09T00:00:00Z,"[E2004P008] APPRENDIMENTO, PENSIERO E DECISIONE"
3199,E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,1,2016,2016-06-09T00:00:00Z,[E2004P009] PSICOLINGUISTICA
3209,E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,38,2016,2016-12-20T00:00:00Z,[E2004P013] PSICOLOGIA DELL'ARTE
3219,E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,26,2016,2016-11-17T00:00:00Z,[E2004P018] ANALISI E INTERVENTO NEI CONTESTI ORGANIZZATIVI
3220,E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,12,2016,2016-12-22T00:00:00Z,[E2004P019] COMUNICAZIONE AUDIOVISIVA
3227,E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,35,2016,2016-11-23T00:00:00Z,[E2004P024] PUBBLICITA'
3272,E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,6,2016,2016-12-13T00:00:00Z,"[E2004P041] MALATTIA, SCIENZA, SOCIETA': UN PERCORSO FRA CINEMA E STORIA"
3340,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,1,2016,2016-11-30T00:00:00Z,[A5810070] MEDICINA LEGALE
3353,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,9,2016,2016-12-20T00:00:00Z,[E2004P013] PSICOLOGIA DELL'ARTE
3425,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,1,2016,2016-06-07T00:00:00Z,[E2401P008] PSICOLOGIA FISIOLOGICA
3500,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,1,2016,2016-12-07T00:00:00Z,[E2401P029] TECNICHE DEL COLLOQUIO
3521,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,40,2016,2016-12-22T00:00:00Z,"[E2401P038] LABORATORIO: METODI E TECNICHE DELLA VALUTAZIONE E DELLA PROMOZIONE DEL BENESSERE NELL'AMBITO ORGANIZZATIVO, SCOLASTICO E DELLA SALUTE"
3528,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,55,2016,2016-12-13T00:00:00Z,[E2401P039] LABORATORIO: METODI E TECNICHE DI VALUTAZIONE NEUROPSICOLOGICA
3529,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,58,2016,2016-12-21T00:00:00Z,[E2401P039] LABORATORIO: METODI E TECNICHE DI VALUTAZIONE NEUROPSICOLOGICA
3531,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,47,2016,2016-11-29T00:00:00Z,[E2401P039] LABORATORIO: METODI E TECNICHE DI VALUTAZIONE NEUROPSICOLOGICA
3533,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,59,2016,2016-10-26T00:00:00Z,[E2401P040] LABORATORIO: METODI DI VALUTAZIONE DELL'INTELLIGENZA VERBALE E NON VERBALE IN ETÀ EVOLUTIVA
3535,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,36,2016,2016-11-17T00:00:00Z,[E2401P040] LABORATORIO: METODI DI VALUTAZIONE DELL'INTELLIGENZA VERBALE E NON VERBALE IN ETÀ EVOLUTIVA
3536,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,55,2016,2016-12-16T00:00:00Z,[E2401P040] LABORATORIO: METODI DI VALUTAZIONE DELL'INTELLIGENZA VERBALE E NON VERBALE IN ETÀ EVOLUTIVA
3544,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,45,2016,2016-11-16T00:00:00Z,[E2401P049] LABORATORIO: METODI DI ANALISI DEL FAMILY LIFE SPACE
3550,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,61,2016,2016-11-30T00:00:00Z,[E2401P052] LABORATORIO: METODI DIAGNOSTICI
3551,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,36,2016,2016-12-19T00:00:00Z,[E2401P052] LABORATORIO: METODI DIAGNOSTICI
3556,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,44,2016,2016-11-14T00:00:00Z,[E2401P053] LABORATORIO: METODI DI VALUTAZIONE DELL'INTERAZIONE E DELLA REGOLAZIONE EMOTIVA GENITORE/BAMBINO
3575,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,13,2016,2016-12-16T00:00:00Z,[E2401P071] LABORATORIO: METODOLOGIE PER LA COSTRUZIONE DI TEST E QUESTIONARI
3605,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,1,2016,2016-01-25T00:00:00Z,[E2401P103] PSICOPATOLOGIA GENERALE
3606,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,1,2016,2016-04-07T00:00:00Z,[E2401P103] PSICOPATOLOGIA GENERALE
3611,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,19,2016,2016-07-11T00:00:00Z,[E2401P104] LABORATORIO: METODI E STRUMENTI DI VALUTAZIONE DELLO SVILUPPO COGNITIVO IN ETA' PRESCOLARE
3619,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,29,2016,2016-12-16T00:00:00Z,[E2401P110] LABORATORIO: METODI E TECNICHE DELL'INTERVISTA E DEL FOCUS GROUP
3622,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,32,2016,2016-05-12T00:00:00Z,[E2401P111] LABORATORIO: METODI DI VALUTAZIONE DELLE ABILITA' COGNITIVE
3624,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,30,2016,2016-12-23T00:00:00Z,[E2401P112] LABORATORIO: METODOLOGIE PER L'ASSESSMENT MULTICULTURALE
3628,E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,61,2016,2016-12-21T00:00:00Z,"[E2401P114] LE PROFESSIONI PSICOLOGICHE: TEORIE, PRATICHE E METODOLOGIE DI LAVORO A CONFRONTO"
3662,E2701Q,[E2701Q] SCIENZA DEI MATERIALI,6,2016,2016-11-25T00:00:00Z,[E2701Q001] MATEMATICA I
3728,E2701Q,[E2701Q] SCIENZA DEI MATERIALI,1,2016,2016-12-21T00:00:00Z,[E2701Q041] LABORATORIO DI CHIMICA ORGANICA
3779,E2701Q,[E2701Q] SCIENZA DEI MATERIALI,1,2016,2016-11-25T00:00:00Z,[E2702Q043] CONTROLLO AMBIENTALE E SICUREZZA
