1,524,E1901R086,4C29BAD10E05D2AD5529D5599ED1E4635A70CE90,12/9/2017
2,541,E1501N009,B38BD33888D7E1D46F8226C676D7D415A57DDC6A,2017-01-25T00:00:00Z
3,581,A5810001,701A33D572148664954CCFBB4B2F69B26B749D57,2017-09-02T00:00:00Z
4,581,A5810001,701A33D572148664954CCFBB4B2F69B26B749D57,2017-05-31T00:00:00Z
5,581,A5810001,701A33D572148664954CCFBB4B2F69B26B749D57,2017-07-19T00:00:00Z
6,581,A5810001,701A33D572148664954CCFBB4B2F69B26B749D57,2017-06-09T00:00:00Z
7,581,A5810001,701A33D572148664954CCFBB4B2F69B26B749D57,2017-09-20T00:00:00Z
8,581,A5810003,50D4F4162397A63EAC94441A070A7B9576C04DD0,2017-01-31T00:00:00Z
9,581,A5810003,50D4F4162397A63EAC94441A070A7B9576C04DD0,2017-02-14T00:00:00Z
10,581,A5810003,50D4F4162397A63EAC94441A070A7B9576C04DD0,2017-05-05T00:00:00Z
11,581,A5810003,50D4F4162397A63EAC94441A070A7B9576C04DD0,2017-12-06T00:00:00Z
12,581,A5810003,50D4F4162397A63EAC94441A070A7B9576C04DD0,2017-03-07T00:00:00Z
13,581,A5810003,50D4F4162397A63EAC94441A070A7B9576C04DD0,2017-07-21T00:00:00Z
14,581,A5810003,50D4F4162397A63EAC94441A070A7B9576C04DD0,2017-07-09T00:00:00Z
15,581,A5810003,50D4F4162397A63EAC94441A070A7B9576C04DD0,2017-09-21T00:00:00Z
16,581,A5810003,B5FA448537286E814DF6568F3155543D91F0ED37,2017-01-31T00:00:00Z
17,581,A5810003,B5FA448537286E814DF6568F3155543D91F0ED37,2017-02-14T00:00:00Z
18,581,A5810003,B5FA448537286E814DF6568F3155543D91F0ED37,2017-05-05T00:00:00Z
19,581,A5810003,B5FA448537286E814DF6568F3155543D91F0ED37,2017-09-06T00:00:00Z
20,581,A5810003,B5FA448537286E814DF6568F3155543D91F0ED37,2017-03-07T00:00:00Z
21,581,A5810003,B5FA448537286E814DF6568F3155543D91F0ED37,2017-07-21T00:00:00Z
22,581,A5810003,B5FA448537286E814DF6568F3155543D91F0ED37,2017-11-09T00:00:00Z
23,581,A5810003,B5FA448537286E814DF6568F3155543D91F0ED37,2017-09-25T00:00:00Z
24,581,A5810003,B5FA448537286E814DF6568F3155543D91F0ED37,2017-11-29T00:00:00Z
25,581,A5810006,1710D6E7B32578C21C2D2E52FE2A7574BDFB1667,2017-04-05T00:00:00Z
26,581,A5810006,1710D6E7B32578C21C2D2E52FE2A7574BDFB1667,2017-06-15T00:00:00Z
27,581,A5810006,1710D6E7B32578C21C2D2E52FE2A7574BDFB1667,2017-06-29T00:00:00Z
28,581,A5810006,1710D6E7B32578C21C2D2E52FE2A7574BDFB1667,2017-07-13T00:00:00Z
29,581,A5810006,1710D6E7B32578C21C2D2E52FE2A7574BDFB1667,2017-09-14T00:00:00Z
30,581,A5810006,1710D6E7B32578C21C2D2E52FE2A7574BDFB1667,2017-09-28T00:00:00Z
31,581,A5810006,1710D6E7B32578C21C2D2E52FE2A7574BDFB1667,2017-11-30T00:00:00Z
32,581,A5810006,800138D92D029929FEFE46012D24CEB4E0D5E355,2017-03-05T00:00:00Z
33,581,A5810006,800138D92D029929FEFE46012D24CEB4E0D5E355,2017-05-30T00:00:00Z
